pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
       0.0012564 , 0.0012564 , 0.0012564 , 0.0012564 , 0.0012564 ,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.0012564 , 0.0012564 , 0.0012564 , 0.0012564 ,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.0012564 , 0.0012564 , 0.0012564 ,
       0.0012564 , 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.00137916, 0.0012564 , 0.0012564 ,
       0.0012564 , 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.0012564 ,
       0.0012564 , 0.0012564 , 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.0012564 , 0.0012564 , 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.0012564 , 0.0012564 , 0.00137916, 0.00137916,
       0.00137916, 0.00137916, 0.00137916, 0.00137916, 0.00137916,
       0.00137916, 0.00137916])}","{'mean_fit_time': array([0.12574434, 0.1276257 , 0.1256043 , 0.13420148, 0.19999905,
       0.22311835, 0.24792404, 0.25519643, 0.28431077, 0.27755642,
       0.1115777 , 0.12286005, 0.12019277, 0.1306448 , 0.17952514,
       0.21896067, 0.2249804 , 0.25903621, 0.283529  , 0.25978699,
       0.11524835, 0.11199412, 0.1397758 , 0.13625617, 0.15774555,
       0.24099612, 0.26138945, 0.26123562, 0.26691337, 0.27805223,
       0.12141929, 0.12327194, 0.12648158, 0.12712865, 0.13544116,
       0.18190813, 0.24375191, 0.23823905, 0.25876293, 0.25744205,
       0.11771374, 0.11278458, 0.11413159, 0.13726068, 0.13439965,
       0.18120933, 0.23003016, 0.25847478, 0.26476135, 0.26152015,
       0.11107597, 0.12617846, 0.1146945 , 0.12126856, 0.12771335,
       0.18860455, 0.23849568, 0.23652334, 0.27584786, 0.23897147,
       0.10803528, 0.11201868, 0.11671534, 0.12345462, 0.13268714,
       0.15038891, 0.19236217, 0.2449472 , 0.2637928 , 0.24733787,
       0.10750818, 0.11338267, 0.11953378, 0.12278314, 0.13205791,
       0.1651835 , 0.14629712, 0.23575206, 0.2704309 , 0.24716606,
       0.11330795, 0.12488465, 0.13605633, 0.14301276, 0.12514277,
       0.13791304, 0.1514884 , 0.18012404, 0.19499936, 0.18094983,
       0.10871663, 0.11904798, 0.12400918, 0.13664889, 0.12643847,
       0.13667002, 0.13994818, 0.15046277, 0.15820599, 0.16716051]), 'std_fit_time': array([0.0073    , 0.01703243, 0.00899012, 0.00833035, 0.05339975,
       0.04138359, 0.00127886, 0.00220309, 0.03804653, 0.04415659,
       0.00536824, 0.01147453, 0.00831402, 0.00864216, 0.05750423,
       0.03973119, 0.05036805, 0.01186017, 0.04445053, 0.00328286,
       0.01526546, 0.00401697, 0.01820057, 0.0043578 , 0.04061651,
       0.0045247 , 0.00940466, 0.00681881, 0.00732335, 0.05175001,
       0.00903456, 0.01138747, 0.01104197, 0.00223355, 0.00659719,
       0.05101725, 0.00639547, 0.0505281 , 0.01307043, 0.01273264,
       0.01168258, 0.0019219 , 0.00439651, 0.01129594, 0.00899588,
       0.05056744, 0.04372867, 0.00896589, 0.00669039, 0.00875085,
       0.002482  , 0.01639625, 0.00266561, 0.00336936, 0.00349541,
       0.04645036, 0.03937686, 0.04077868, 0.02187532, 0.03749555,
       0.00115336, 0.0023461 , 0.00429532, 0.00265519, 0.00394286,
       0.00774568, 0.05390429, 0.04815846, 0.00284539, 0.05383701,
       0.00189664, 0.00602265, 0.00777485, 0.0054459 , 0.00217509,
       0.03772734, 0.01204323, 0.03481569, 0.01183977, 0.03970267,
       0.00385266, 0.02391873, 0.02458443, 0.01474387, 0.00460251,
       0.00993936, 0.00845926, 0.03664519, 0.04756706, 0.04347055,
       0.00151654, 0.01148965, 0.00780273, 0.01281091, 0.00716504,
       0.00634571, 0.00599746, 0.00868332, 0.00795998, 0.01398026]), 'mean_score_time': array([0.00549159, 0.00324993, 0.01008639, 0.0066268 , 0.01079683,
       0.01983519, 0.01556959, 0.0143734 , 0.01437159, 0.01597953,
       0.00336666, 0.00339236, 0.0047204 , 0.00599842, 0.00682759,
       0.00880642, 0.01194792, 0.01354017, 0.01478138, 0.01629243,
       0.00183506, 0.00619497, 0.01240177, 0.00830083, 0.0076725 ,
       0.01528068, 0.0292923 , 0.01381874, 0.0137114 , 0.02615628,
       0.00303178, 0.00610175, 0.00624156, 0.00560398, 0.00742521,
       0.00802245, 0.00941525, 0.01541052, 0.01272883, 0.01249661,
       0.00184741, 0.00301437, 0.0040925 , 0.00539551, 0.00707865,
       0.00822763, 0.01538901, 0.0298841 , 0.02513971, 0.037112  ,
       0.00229158, 0.00541668, 0.00373054, 0.00474911, 0.00709562,
       0.00705123, 0.01000071, 0.02637486, 0.01752343, 0.01285334,
       0.00171676, 0.00270376, 0.00381422, 0.00446811, 0.00583968,
       0.00781131, 0.01214027, 0.02064929, 0.02340155, 0.01534891,
       0.00151448, 0.00237799, 0.00523586, 0.00544758, 0.00616937,
       0.00754423, 0.0087235 , 0.01194611, 0.03211694, 0.03143215,
       0.0022131 , 0.00591393, 0.00869417, 0.00438781, 0.00595784,
       0.00695972, 0.00720229, 0.00936093, 0.01005373, 0.00882559,
       0.00146322, 0.00605216, 0.00953722, 0.00518985, 0.00473361,
       0.00594263, 0.00658541, 0.0080409 , 0.00904737, 0.01116529]), 'std_score_time': array([0.00203916, 0.00070169, 0.0043262 , 0.00024108, 0.00330035,
       0.00910025, 0.00938573, 0.00490173, 0.00033671, 0.00218099,
       0.00170073, 0.00034368, 0.0006767 , 0.00078331, 0.00106453,
       0.0010441 , 0.0040962 , 0.00223609, 0.00168491, 0.00389697,
       0.00026094, 0.00370768, 0.00185695, 0.0045657 , 0.00078644,
       0.00796792, 0.00370381, 0.00871329, 0.00041852, 0.01412874,
       0.00180864, 0.00274874, 0.0024973 , 0.00081454, 0.00022008,
       0.00108196, 0.00114633, 0.0066555 , 0.00103684, 0.00123755,
       0.0001382 , 0.00040346, 0.00094772, 0.00068353, 0.00048561,
       0.00107239, 0.00873668, 0.02193828, 0.01177341, 0.00583626,
       0.00077102, 0.00362293, 0.00055441, 0.0007613 , 0.00017726,
       0.00114426, 0.00422852, 0.00794775, 0.00980831, 0.0018105 ,
       0.00017561, 0.00021683, 0.00043733, 0.00070692, 0.00081363,
       0.00082989, 0.0087325 , 0.00918574, 0.00879542, 0.01159556,
       0.00024077, 0.00035963, 0.00221217, 0.00015308, 0.00069908,
       0.00086045, 0.00021463, 0.00577352, 0.01041312, 0.01392411,
       0.00090015, 0.00241901, 0.0051645 , 0.00067828, 0.00033143,
       0.00036488, 0.00049723, 0.0005478 , 0.0027337 , 0.00151514,
       0.0002722 , 0.00108121, 0.00257776, 0.00192622, 0.00061087,
       0.00107262, 0.00094498, 0.00205775, 0.00108743, 0.00479051]), 'param_min_samples_split': masked_array(data=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4,
                   4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16,
                   16, 16, 16, 16, 16, 32, 32, 32, 32, 32, 32, 32, 32, 32,
                   32, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 128, 128,
                   128, 128, 128, 128, 128, 128, 128, 128, 256, 256, 256,
                   256, 256, 256, 256, 256, 256, 256, 512, 512, 512, 512,
                   512, 512, 512, 512, 512, 512, 1024, 1024, 1024, 1024,
                   1024, 1024, 1024, 1024, 1024, 1024],
             mask=[False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False],
       fill_value='?',
            dtype=object), 'param_n_estimators': masked_array(data=[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 10, 20, 30,
                   40, 50, 60, 70, 80, 90, 100, 10, 20, 30, 40, 50, 60,
                   70, 80, 90, 100, 10, 20, 30, 40, 50, 60, 70, 80, 90,
                   100, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 10, 20,
                   30, 40, 50, 60, 70, 80, 90, 100, 10, 20, 30, 40, 50,
                   60, 70, 80, 90, 100, 10, 20, 30, 40, 50, 60, 70, 80,
                   90, 100, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 10,
                   20, 30, 40, 50, 60, 70, 80, 90, 100],
             mask=[False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False, False, False, False, False,
                   False, False, False, False],
       fill_value='?',
            dtype=object), 'params': [{'min_samples_split': 2, 'n_estimators': 10}, {'min_samples_split': 2, 'n_estimators': 20}, {'min_samples_split': 2, 'n_estimators': 30}, {'min_samples_split': 2, 'n_estimators': 40}, {'min_samples_split': 2, 'n_estimators': 50}, {'min_samples_split': 2, 'n_estimators': 60}, {'min_samples_split': 2, 'n_estimators': 70}, {'min_samples_split': 2, 'n_estimators': 80}, {'min_samples_split': 2, 'n_estimators': 90}, {'min_samples_split': 2, 'n_estimators': 100}, {'min_samples_split': 4, 'n_estimators': 10}, {'min_samples_split': 4, 'n_estimators': 20}, {'min_samples_split': 4, 'n_estimators': 30}, {'min_samples_split': 4, 'n_estimators': 40}, {'min_samples_split': 4, 'n_estimators': 50}, {'min_samples_split': 4, 'n_estimators': 60}, {'min_samples_split': 4, 'n_estimators': 70}, {'min_samples_split': 4, 'n_estimators': 80}, {'min_samples_split': 4, 'n_estimators': 90}, {'min_samples_split': 4, 'n_estimators': 100}, {'min_samples_split': 8, 'n_estimators': 10}, {'min_samples_split': 8, 'n_estimators': 20}, {'min_samples_split': 8, 'n_estimators': 30}, {'min_samples_split': 8, 'n_estimators': 40}, {'min_samples_split': 8, 'n_estimators': 50}, {'min_samples_split': 8, 'n_estimators': 60}, {'min_samples_split': 8, 'n_estimators': 70}, {'min_samples_split': 8, 'n_estimators': 80}, {'min_samples_split': 8, 'n_estimators': 90}, {'min_samples_split': 8, 'n_estimators': 100}, {'min_samples_split': 16, 'n_estimators': 10}, {'min_samples_split': 16, 'n_estimators': 20}, {'min_samples_split': 16, 'n_estimators': 30}, {'min_samples_split': 16, 'n_estimators': 40}, {'min_samples_split': 16, 'n_estimators': 50}, {'min_samples_split': 16, 'n_estimators': 60}, {'min_samples_split': 16, 'n_estimators': 70}, {'min_samples_split': 16, 'n_estimators': 80}, {'min_samples_split': 16, 'n_estimators': 90}, {'min_samples_split': 16, 'n_estimators': 100}, {'min_samples_split': 32, 'n_estimators': 10}, {'min_samples_split': 32, 'n_estimators': 20}, {'min_samples_split': 32, 'n_estimators': 30}, {'min_samples_split': 32, 'n_estimators': 40}, {'min_samples_split': 32, 'n_estimators': 50}, {'min_samples_split': 32, 'n_estimators': 60}, {'min_samples_split': 32, 'n_estimators': 70}, {'min_samples_split': 32, 'n_estimators': 80}, {'min_samples_split': 32, 'n_estimators': 90}, {'min_samples_split': 32, 'n_estimators': 100}, {'min_samples_split': 64, 'n_estimators': 10}, {'min_samples_split': 64, 'n_estimators': 20}, {'min_samples_split': 64, 'n_estimators': 30}, {'min_samples_split': 64, 'n_estimators': 40}, {'min_samples_split': 64, 'n_estimators': 50}, {'min_samples_split': 64, 'n_estimators': 60}, {'min_samples_split': 64, 'n_estimators': 70}, {'min_samples_split': 64, 'n_estimators': 80}, {'min_samples_split': 64, 'n_estimators': 90}, {'min_samples_split': 64, 'n_estimators': 100}, {'min_samples_split': 128, 'n_estimators': 10}, {'min_samples_split': 128, 'n_estimators': 20}, {'min_samples_split': 128, 'n_estimators': 30}, {'min_samples_split': 128, 'n_estimators': 40}, {'min_samples_split': 128, 'n_estimators': 50}, {'min_samples_split': 128, 'n_estimators': 60}, {'min_samples_split': 128, 'n_estimators': 70}, {'min_samples_split': 128, 'n_estimators': 80}, {'min_samples_split': 128, 'n_estimators': 90}, {'min_samples_split': 128, 'n_estimators': 100}, {'min_samples_split': 256, 'n_estimators': 10}, {'min_samples_split': 256, 'n_estimators': 20}, {'min_samples_split': 256, 'n_estimators': 30}, {'min_samples_split': 256, 'n_estimators': 40}, {'min_samples_split': 256, 'n_estimators': 50}, {'min_samples_split': 256, 'n_estimators': 60}, {'min_samples_split': 256, 'n_estimators': 70}, {'min_samples_split': 256, 'n_estimators': 80}, {'min_samples_split': 256, 'n_estimators': 90}, {'min_samples_split': 256, 'n_estimators': 100}, {'min_samples_split': 512, 'n_estimators': 10}, {'min_samples_split': 512, 'n_estimators': 20}, {'min_samples_split': 512, 'n_estimators': 30}, {'min_samples_split': 512, 'n_estimators': 40}, {'min_samples_split': 512, 'n_estimators': 50}, {'min_samples_split': 512, 'n_estimators': 60}, {'min_samples_split': 512, 'n_estimators': 70}, {'min_samples_split': 512, 'n_estimators': 80}, {'min_samples_split': 512, 'n_estimators': 90}, {'min_samples_split': 512, 'n_estimators': 100}, {'min_samples_split': 1024, 'n_estimators': 10}, {'min_samples_split': 1024, 'n_estimators': 20}, {'min_samples_split': 1024, 'n_estimators': 30}, {'min_samples_split': 1024, 'n_estimators': 40}, {'min_samples_split': 1024, 'n_estimators': 50}, {'min_samples_split': 1024, 'n_estimators': 60}, {'min_samples_split': 1024, 'n_estimators': 70}, {'min_samples_split': 1024, 'n_estimators': 80}, {'min_samples_split': 1024, 'n_estimators': 90}, {'min_samples_split': 1024, 'n_estimators': 100}], 'split0_test_score': array([0.76079734, 0.77076412, 0.7641196 , 0.7641196 , 0.75747508,
       0.76744186, 0.76079734, 0.77408638, 0.7641196 , 0.75083056,
       0.76744186, 0.75415282, 0.74750831, 0.76079734, 0.77076412,
       0.74750831, 0.7641196 , 0.7641196 , 0.75083056, 0.7641196 ,
       0.74750831, 0.75415282, 0.75747508, 0.77740864, 0.75083056,
       0.76079734, 0.7641196 , 0.75083056, 0.75415282, 0.76079734,
       0.75747508, 0.76079734, 0.75747508, 0.76079734, 0.76079734,
       0.77408638, 0.77076412, 0.7641196 , 0.75747508, 0.7641196 ,
       0.74418605, 0.76744186, 0.76079734, 0.7641196 , 0.75747508,
       0.76744186, 0.75747508, 0.7641196 , 0.76079734, 0.76744186,
       0.77076412, 0.75747508, 0.74750831, 0.75747508, 0.75747508,
       0.75747508, 0.75747508, 0.76079734, 0.76079734, 0.75083056,
       0.7807309 , 0.77076412, 0.77408638, 0.77076412, 0.76079734,
       0.76744186, 0.76744186, 0.77076412, 0.76744186, 0.77076412,
       0.75747508, 0.7641196 , 0.76079734, 0.7641196 , 0.76744186,
       0.77076412, 0.7641196 , 0.76079734, 0.7641196 , 0.7641196 ,
       0.75747508, 0.76079734, 0.7641196 , 0.7641196 , 0.7641196 ,
       0.7641196 , 0.7641196 , 0.7641196 , 0.7641196 , 0.7641196 ,
       0.75747508, 0.75747508, 0.75747508, 0.75747508, 0.75747508,
       0.75747508, 0.75747508, 0.75747508, 0.75747508, 0.75747508]), 'split1_test_score': array([0.78737542, 0.77740864, 0.7807309 , 0.78405316, 0.7807309 ,
       0.79069767, 0.7807309 , 0.78737542, 0.77740864, 0.78737542,
       0.77408638, 0.78737542, 0.78737542, 0.7807309 , 0.78405316,
       0.78737542, 0.79069767, 0.80066445, 0.79734219, 0.79069767,
       0.77076412, 0.77740864, 0.7807309 , 0.7807309 , 0.78405316,
       0.79069767, 0.78405316, 0.78737542, 0.79069767, 0.7807309 ,
       0.78737542, 0.77408638, 0.77408638, 0.77740864, 0.77408638,
       0.77408638, 0.7807309 , 0.78405316, 0.77740864, 0.77740864,
       0.76079734, 0.77740864, 0.76744186, 0.77076412, 0.77076412,
       0.76744186, 0.75747508, 0.77076412, 0.77076412, 0.77408638,
       0.7641196 , 0.75747508, 0.76079734, 0.73754153, 0.76079734,
       0.74086379, 0.74086379, 0.73754153, 0.74750831, 0.75083056,
       0.74750831, 0.74750831, 0.73754153, 0.74086379, 0.74086379,
       0.75083056, 0.74418605, 0.74086379, 0.73754153, 0.74418605,
       0.73089701, 0.76079734, 0.74418605, 0.75083056, 0.75083056,
       0.74750831, 0.74750831, 0.75083056, 0.7641196 , 0.75083056,
       0.76079734, 0.74418605, 0.74750831, 0.73421927, 0.73421927,
       0.74086379, 0.74750831, 0.73421927, 0.73754153, 0.73754153,
       0.75747508, 0.75747508, 0.75747508, 0.75747508, 0.75747508,
       0.75747508, 0.75747508, 0.75747508, 0.75747508, 0.75747508]), 'split2_test_score': array([0.74666667, 0.74666667, 0.74666667, 0.77333333, 0.77      ,
       0.75333333, 0.76666667, 0.76333333, 0.76333333, 0.77      ,
       0.75666667, 0.76666667, 0.77333333, 0.76333333, 0.76666667,
       0.77333333, 0.76      , 0.77      , 0.77333333, 0.77333333,
       0.78      , 0.75666667, 0.75666667, 0.76333333, 0.76      ,
       0.76666667, 0.77333333, 0.77      , 0.77333333, 0.76666667,
       0.78      , 0.78333333, 0.78      , 0.77666667, 0.77666667,
       0.77333333, 0.77333333, 0.78666667, 0.77666667, 0.77333333,
       0.77      , 0.77333333, 0.77666667, 0.77      , 0.78      ,
       0.78      , 0.77666667, 0.78333333, 0.78      , 0.77666667,
       0.77      , 0.77333333, 0.77666667, 0.77666667, 0.78      ,
       0.78      , 0.77666667, 0.77666667, 0.77666667, 0.77333333,
       0.77666667, 0.76      , 0.76      , 0.77      , 0.76666667,
       0.77      , 0.77      , 0.77      , 0.77      , 0.77333333,
       0.77333333, 0.77666667, 0.76      , 0.77      , 0.77      ,
       0.76333333, 0.76333333, 0.76333333, 0.76      , 0.76      ,
       0.76      , 0.76      , 0.76      , 0.76      , 0.76      ,
       0.76      , 0.76      , 0.76      , 0.76      , 0.76      ,
       0.76      , 0.76      , 0.76      , 0.76      , 0.76      ,
       0.76      , 0.76      , 0.76      , 0.76      , 0.76      ]), 'split3_test_score': array([0.76923077, 0.79598662, 0.79264214, 0.78595318, 0.78929766,
       0.80267559, 0.80936455, 0.78929766, 0.78929766, 0.80602007,
       0.80936455, 0.80602007, 0.7993311 , 0.81605351, 0.80602007,
       0.81939799, 0.7993311 , 0.80602007, 0.80936455, 0.7993311 ,
       0.78929766, 0.80936455, 0.7993311 , 0.81270903, 0.79264214,
       0.79598662, 0.7993311 , 0.80602007, 0.80602007, 0.81270903,
